0.000,0.000,0.500,-1,0.000,0.000,0.000
0.050,0.040,0.508,-1,0.800,0.169,0.000
0.100,0.081,0.514,-1,0.827,0.103,0.000
0.150,0.124,0.515,-1,0.848,0.035,0.000
0.200,0.167,0.514,-1,0.863,-0.036,0.000
0.250,0.210,0.508,-1,0.872,-0.109,0.000
0.300,0.254,0.499,-1,0.875,-0.183,0.000
0.350,0.298,0.486,-1,0.872,-0.259,0.000
0.400,0.341,0.469,-1,0.862,-0.336,0.000
0.450,0.383,0.449,-1,0.845,-0.412,0.000
0.500,0.424,0.424,-1,0.822,-0.488,0.000
0.550,0.464,0.396,-1,0.792,-0.562,0.000
0.600,0.502,0.364,-1,0.755,-0.635,0.000
0.650,0.537,0.329,-1,0.711,-0.705,0.000
0.700,0.570,0.291,-1,0.662,-0.772,0.000
0.750,0.601,0.249,-1,0.606,-0.836,0.000
0.800,0.628,0.204,-1,0.544,-0.896,0.000
0.850,0.651,0.156,-1,0.476,-0.951,0.000
0.900,0.672,0.106,-1,0.403,-1.001,0.000
0.950,0.688,0.054,-1,0.325,-1.045,0.000
1.000,0.700,-0.000,-1,0.243,-1.083,0.000
1.050,0.708,-0.056,-1,0.156,-1.114,0.000
1.100,0.711,-0.113,-1,0.066,-1.139,0.000
1.150,0.710,-0.170,-1,-0.026,-1.156,0.000
1.200,0.704,-0.229,-1,-0.121,-1.165,0.000
1.250,0.693,-0.287,-1,-0.217,-1.167,0.000
1.300,0.677,-0.345,-1,-0.315,-1.160,0.000
1.350,0.657,-0.402,-1,-0.413,-1.146,0.000
1.400,0.631,-0.458,-1,-0.510,-1.123,0.000
1.450,0.601,-0.513,-1,-0.606,-1.092,0.000
1.500,0.566,-0.566,-1,-0.701,-1.052,0.000
1.550,0.526,-0.616,-1,-0.793,-1.005,0.000
1.600,0.482,-0.663,-1,-0.881,-0.949,0.000
1.650,0.434,-0.708,-1,-0.966,-0.886,0.000
1.700,0.381,-0.748,-1,-1.046,-0.815,0.000
1.750,0.325,-0.785,-1,-1.121,-0.737,0.000
1.800,0.266,-0.818,-1,-1.191,-0.652,0.000
1.850,0.203,-0.846,-1,-1.253,-0.561,0.000
1.900,0.138,-0.869,-1,-1.309,-0.464,0.000
1.950,0.070,-0.887,-1,-1.357,-0.362,0.000
2.000,-0.000,-0.900,-1,-1.397,-0.255,0.000
2.050,-0.071,-0.907,-1,-1.428,-0.144,0.000
2.100,-0.144,-0.909,-1,-1.450,-0.030,0.000
2.150,-0.217,-0.904,-1,-1.464,0.087,0.000
2.200,-0.290,-0.894,-1,-1.467,0.206,0.000
2.250,-0.364,-0.878,-1,-1.461,0.326,0.000
2.300,-0.436,-0.855,-1,-1.446,0.446,0.000
2.350,-0.507,-0.827,-1,-1.420,0.566,0.000
2.400,-0.576,-0.793,-1,-1.384,0.684,0.000
2.450,-0.643,-0.753,-1,-1.338,0.801,0.000
2.500,-0.707,-0.707,-1,-1.283,0.914,0.000
2.550,-0.768,-0.656,-1,-1.218,1.023,0.000
2.600,-0.825,-0.600,-1,-1.144,1.128,0.000
2.650,-0.878,-0.538,-1,-1.060,1.227,0.000
2.700,-0.927,-0.472,-1,-0.969,1.320,0.000
2.750,-0.970,-0.402,-1,-0.869,1.407,0.000
2.800,-1.008,-0.328,-1,-0.761,1.485,0.000
2.850,-1.040,-0.250,-1,-0.646,1.555,0.000
2.900,-1.067,-0.169,-1,-0.525,1.617,0.000
2.950,-1.087,-0.086,-1,-0.399,1.669,0.000
3.000,-1.100,-0.000,-1,-0.267,1.710,0.000
3.050,-1.107,0.087,-1,-0.132,1.742,0.000
3.100,-1.106,0.175,-1,0.007,1.762,0.000
3.150,-1.099,0.264,-1,0.149,1.772,0.000
3.200,-1.084,0.352,-1,0.291,1.770,0.000
3.250,-1.062,0.440,-1,0.435,1.756,0.000
3.300,-1.034,0.527,-1,0.578,1.731,0.000
3.350,-0.998,0.611,-1,0.720,1.694,0.000
3.400,-0.955,0.694,-1,0.859,1.645,0.000
3.450,-0.905,0.773,-1,0.995,1.585,0.000
3.500,-0.849,0.849,-1,1.127,1.514,0.000
3.550,-0.786,0.920,-1,1.254,1.431,0.000
3.600,-0.717,0.987,-1,1.375,1.338,0.000
3.650,-0.643,1.049,-1,1.488,1.235,0.000
3.700,-0.563,1.105,-1,1.595,1.122,0.000
3.750,-0.478,1.155,-1,1.692,1.000,0.000
3.800,-0.389,1.198,-1,1.780,0.870,0.000
3.850,-0.296,1.235,-1,1.858,0.732,0.000
3.900,-0.200,1.264,-1,1.925,0.587,0.000
3.950,-0.101,1.286,-1,1.980,0.436,0.000
4.000,-0.000,1.300,-1,2.024,0.280,0.000
4.050,0.103,1.306,-1,2.056,0.119,0.000
4.100,0.206,1.304,-1,2.074,-0.044,0.000
4.150,0.310,1.293,-1,2.080,-0.210,0.000
4.200,0.414,1.274,-1,2.072,-0.377,0.000
4.250,0.517,1.247,-1,2.051,-0.544,0.000
4.300,0.617,1.212,-1,2.016,-0.709,0.000
4.350,0.716,1.168,-1,1.968,-0.873,0.000
4.400,0.811,1.116,-1,1.906,-1.033,0.000
4.450,0.903,1.057,-1,1.832,-1.190,0.000
4.500,0.990,0.990,-1,1.744,-1.340,0.000
4.550,1.072,0.916,-1,1.644,-1.485,0.000
4.600,1.149,0.835,-1,1.533,-1.621,0.000
4.650,1.219,0.747,-1,1.409,-1.750,0.000
4.700,1.283,0.654,-1,1.275,-1.869,0.000
4.750,1.340,0.555,-1,1.132,-1.977,0.000
4.800,1.389,0.451,-1,0.978,-2.075,0.000
4.850,1.429,0.343,-1,0.817,-2.160,0.000
4.900,1.462,0.232,-1,0.648,-2.233,0.000
4.950,1.485,0.117,-1,0.473,-2.292,0.000
5.000,1.500,0.000,-1,0.292,-2.338,0.000
5.050,1.505,-0.118,-1,0.107,-2.369,0.000
5.100,1.501,-0.238,-1,-0.081,-2.386,0.000
5.150,1.488,-0.357,-1,-0.271,-2.388,0.000
5.200,1.465,-0.476,-1,-0.462,-2.374,0.000
5.250,1.432,-0.593,-1,-0.652,-2.345,0.000
5.300,1.390,-0.708,-1,-0.841,-2.301,0.000
5.350,1.339,-0.820,-1,-1.027,-2.242,0.000
5.400,1.278,-0.929,-1,-1.208,-2.168,0.000
5.450,1.209,-1.033,-1,-1.384,-2.078,0.000
5.500,1.131,-1.131,-1,-1.553,-1.975,0.000
5.550,1.046,-1.224,-1,-1.715,-1.858,0.000
5.600,0.952,-1.311,-1,-1.868,-1.727,0.000
5.650,0.852,-1.390,-1,-2.011,-1.584,0.000
5.700,0.745,-1.461,-1,-2.143,-1.429,0.000
5.750,0.631,-1.524,-1,-2.262,-1.263,0.000
5.800,0.513,-1.579,-1,-2.369,-1.087,0.000
5.850,0.390,-1.624,-1,-2.462,-0.902,0.000
5.900,0.263,-1.659,-1,-2.541,-0.709,0.000
5.950,0.133,-1.685,-1,-2.604,-0.509,0.000
6.000,0.000,-1.700,-1,-2.652,-0.304,0.000
6.050,-0.134,-1.705,-1,-2.683,-0.095,0.000
6.100,-0.269,-1.699,-1,-2.698,0.118,0.000
6.150,-0.404,-1.682,-1,-2.696,0.332,0.000
6.200,-0.538,-1.655,-1,-2.677,0.547,0.000
6.250,-0.670,-1.617,-1,-2.640,0.761,0.000
6.300,-0.799,-1.568,-1,-2.587,0.972,0.000
6.350,-0.925,-1.509,-1,-2.516,1.180,0.000
6.400,-1.046,-1.440,-1,-2.429,1.382,0.000
6.450,-1.163,-1.361,-1,-2.325,1.578,0.000
6.500,-1.273,-1.273,-1,-2.206,1.767,0.000
6.550,-1.376,-1.176,-1,-2.071,1.946,0.000
6.600,-1.472,-1.070,-1,-1.922,2.115,0.000
6.650,-1.560,-0.956,-1,-1.758,2.272,0.000
6.700,-1.639,-0.835,-1,-1.582,2.417,0.000
6.750,-1.709,-0.708,-1,-1.395,2.548,0.000
