0.000,0.000,0.500,-1
0.050,0.040,0.508,-1
0.100,0.081,0.514,-1
0.150,0.124,0.515,-1
0.200,0.167,0.514,-1
0.250,0.210,0.508,-1
0.300,0.254,0.499,-1
0.350,0.298,0.486,-1
0.400,0.341,0.469,-1
0.450,0.383,0.449,-1
0.500,0.424,0.424,-1
0.550,0.464,0.396,-1
0.600,0.502,0.364,-1
0.650,0.537,0.329,-1
0.700,0.570,0.291,-1
0.750,0.601,0.249,-1
0.800,0.628,0.204,-1
0.850,0.651,0.156,-1
0.900,0.672,0.106,-1
0.950,0.688,0.054,-1
1.000,0.700,-0.000,-1
1.050,0.708,-0.056,-1
1.100,0.711,-0.113,-1
1.150,0.710,-0.170,-1
1.200,0.704,-0.229,-1
1.250,0.693,-0.287,-1
1.300,0.677,-0.345,-1
1.350,0.657,-0.402,-1
1.400,0.631,-0.458,-1
1.450,0.601,-0.513,-1
1.500,0.566,-0.566,-1
1.550,0.526,-0.616,-1
1.600,0.482,-0.663,-1
1.650,0.434,-0.708,-1
1.700,0.381,-0.748,-1
1.750,0.325,-0.785,-1
1.800,0.266,-0.818,-1
1.850,0.203,-0.846,-1
1.900,0.138,-0.869,-1
1.950,0.070,-0.887,-1
2.000,-0.000,-0.900,-1
2.050,-0.071,-0.907,-1
2.100,-0.144,-0.909,-1
2.150,-0.217,-0.904,-1
2.200,-0.290,-0.894,-1
2.250,-0.364,-0.878,-1
2.300,-0.436,-0.855,-1
2.350,-0.507,-0.827,-1
2.400,-0.576,-0.793,-1
2.450,-0.643,-0.753,-1
2.500,-0.707,-0.707,-1
2.550,-0.768,-0.656,-1
2.600,-0.825,-0.600,-1
2.650,-0.878,-0.538,-1
2.700,-0.927,-0.472,-1
2.750,-0.970,-0.402,-1
2.800,-1.008,-0.328,-1
2.850,-1.040,-0.250,-1
2.900,-1.067,-0.169,-1
2.950,-1.087,-0.086,-1
3.000,-1.100,-0.000,-1
3.050,-1.107,0.087,-1
3.100,-1.106,0.175,-1
3.150,-1.099,0.264,-1
3.200,-1.084,0.352,-1
3.250,-1.062,0.440,-1
3.300,-1.034,0.527,-1
3.350,-0.998,0.611,-1
3.400,-0.955,0.694,-1
3.450,-0.905,0.773,-1
3.500,-0.849,0.849,-1
3.550,-0.786,0.920,-1
3.600,-0.717,0.987,-1
3.650,-0.643,1.049,-1
3.700,-0.563,1.105,-1
3.750,-0.478,1.155,-1
3.800,-0.389,1.198,-1
3.850,-0.296,1.235,-1
3.900,-0.200,1.264,-1
3.950,-0.101,1.286,-1
4.000,-0.000,1.300,-1
4.050,0.103,1.306,-1
4.100,0.206,1.304,-1
4.150,0.310,1.293,-1
4.200,0.414,1.274,-1
4.250,0.517,1.247,-1
4.300,0.617,1.212,-1
4.350,0.716,1.168,-1
4.400,0.811,1.116,-1
4.450,0.903,1.057,-1
4.500,0.990,0.990,-1
4.550,1.072,0.916,-1
4.600,1.149,0.835,-1
4.650,1.219,0.747,-1
4.700,1.283,0.654,-1
4.750,1.340,0.555,-1
4.800,1.389,0.451,-1
4.850,1.429,0.343,-1
4.900,1.462,0.232,-1
4.950,1.485,0.117,-1
5.000,1.500,0.000,-1
5.050,1.505,-0.118,-1
5.100,1.501,-0.238,-1
5.150,1.488,-0.357,-1
5.200,1.465,-0.476,-1
5.250,1.432,-0.593,-1
5.300,1.390,-0.708,-1
5.350,1.339,-0.820,-1
5.400,1.278,-0.929,-1
5.450,1.209,-1.033,-1
5.500,1.131,-1.131,-1
5.550,1.046,-1.224,-1
5.600,0.952,-1.311,-1
5.650,0.852,-1.390,-1
5.700,0.745,-1.461,-1
5.750,0.631,-1.524,-1
5.800,0.513,-1.579,-1
5.850,0.390,-1.624,-1
5.900,0.263,-1.659,-1
5.950,0.133,-1.685,-1
6.000,0.000,-1.700,-1
6.050,-0.134,-1.705,-1
6.100,-0.269,-1.699,-1
6.150,-0.404,-1.682,-1
6.200,-0.538,-1.655,-1
6.250,-0.670,-1.617,-1
6.300,-0.799,-1.568,-1
6.350,-0.925,-1.509,-1
6.400,-1.046,-1.440,-1
6.450,-1.163,-1.361,-1
6.500,-1.273,-1.273,-1
6.550,-1.376,-1.176,-1
6.600,-1.472,-1.070,-1
6.650,-1.560,-0.956,-1
6.700,-1.639,-0.835,-1
6.750,-1.709,-0.708,-1
6.800,-1.769,-0.575,-1
6.850,-1.818,-0.437,-1
6.900,-1.857,-0.294,-1
6.950,-1.884,-0.148,-1
7.000,-1.900,-0.000,-1
7.050,-1.904,0.150,-1
7.100,-1.896,0.300,-1
7.150,-1.877,0.451,-1
7.200,-1.845,0.599,-1
7.250,-1.802,0.746,-1
7.300,-1.746,0.890,-1
7.350,-1.680,1.029,-1
7.400,-1.602,1.164,-1
7.450,-1.513,1.292,-1
7.500,-1.414,1.414,-1
7.550,-1.305,1.528,-1
