0.000,0.000,1.500,-1.000,0.000,0.000,0.000
0.100,0.024,1.500,-1.010,0.236,-0.002,-0.100
0.200,0.047,1.499,-1.020,0.236,-0.006,-0.100
0.300,0.071,1.498,-1.030,0.235,-0.009,-0.100
0.400,0.094,1.497,-1.040,0.235,-0.013,-0.100
0.500,0.118,1.495,-1.050,0.235,-0.017,-0.100
0.600,0.141,1.493,-1.060,0.235,-0.020,-0.100
0.700,0.165,1.491,-1.070,0.234,-0.024,-0.100
0.800,0.188,1.488,-1.080,0.234,-0.028,-0.100
0.900,0.211,1.485,-1.090,0.234,-0.031,-0.100
1.000,0.235,1.482,-1.100,0.233,-0.035,-0.100
1.100,0.258,1.478,-1.110,0.232,-0.039,-0.100
1.200,0.281,1.473,-1.120,0.232,-0.042,-0.100
1.300,0.304,1.469,-1.130,0.231,-0.046,-0.100
1.400,0.327,1.464,-1.140,0.230,-0.050,-0.100
1.500,0.350,1.459,-1.150,0.230,-0.053,-0.100
1.600,0.373,1.453,-1.160,0.229,-0.057,-0.100
1.700,0.396,1.447,-1.170,0.228,-0.060,-0.100
1.800,0.418,1.440,-1.180,0.227,-0.064,-0.100
1.900,0.441,1.434,-1.190,0.226,-0.068,-0.100
2.000,0.464,1.427,-1.200,0.225,-0.071,-0.100
2.100,0.486,1.419,-1.210,0.224,-0.075,-0.100
2.200,0.508,1.411,-1.220,0.222,-0.078,-0.100
2.300,0.530,1.403,-1.230,0.221,-0.082,-0.100
2.400,0.552,1.395,-1.240,0.220,-0.085,-0.100
2.500,0.574,1.386,-1.250,0.218,-0.088,-0.100
2.600,0.596,1.377,-1.260,0.217,-0.092,-0.100
2.700,0.617,1.367,-1.270,0.215,-0.095,-0.100
2.800,0.639,1.357,-1.280,0.214,-0.099,-0.100
2.900,0.660,1.347,-1.290,0.212,-0.102,-0.100
3.000,0.681,1.337,-1.300,0.211,-0.105,-0.100
3.100,0.702,1.326,-1.310,0.209,-0.109,-0.100
3.200,0.723,1.314,-1.320,0.207,-0.112,-0.100
3.300,0.743,1.303,-1.330,0.206,-0.115,-0.100
3.400,0.764,1.291,-1.340,0.204,-0.118,-0.100
3.500,0.784,1.279,-1.350,0.202,-0.122,-0.100
3.600,0.804,1.266,-1.360,0.200,-0.125,-0.100
3.700,0.824,1.254,-1.370,0.198,-0.128,-0.100
3.800,0.843,1.241,-1.380,0.196,-0.131,-0.100
