0.000,0.000,1.500,-1.000,0.000,0.000,0.000
0.100,0.047,1.499,-1.010,0.471,-0.007,-0.100
0.200,0.094,1.497,-1.020,0.471,-0.022,-0.100
0.300,0.141,1.493,-1.030,0.470,-0.037,-0.100
0.400,0.188,1.488,-1.040,0.468,-0.052,-0.100
0.500,0.235,1.482,-1.050,0.467,-0.066,-0.100
0.600,0.281,1.473,-1.060,0.464,-0.081,-0.100
0.700,0.327,1.464,-1.070,0.461,-0.096,-0.100
0.800,0.373,1.453,-1.080,0.458,-0.110,-0.100
0.900,0.418,1.440,-1.090,0.455,-0.124,-0.100
1.000,0.464,1.427,-1.100,0.450,-0.139,-0.100
1.100,0.508,1.411,-1.110,0.446,-0.153,-0.100
1.200,0.552,1.395,-1.120,0.441,-0.167,-0.100
1.300,0.596,1.377,-1.130,0.435,-0.180,-0.100
1.400,0.639,1.357,-1.140,0.429,-0.194,-0.100
1.500,0.681,1.337,-1.150,0.423,-0.207,-0.100
1.600,0.723,1.314,-1.160,0.416,-0.220,-0.100
1.700,0.764,1.291,-1.170,0.409,-0.233,-0.100
1.800,0.804,1.266,-1.180,0.402,-0.246,-0.100
1.900,0.843,1.241,-1.190,0.394,-0.259,-0.100
2.000,0.882,1.214,-1.200,0.386,-0.271,-0.100
2.100,0.919,1.185,-1.210,0.377,-0.283,-0.100
2.200,0.956,1.156,-1.220,0.368,-0.295,-0.100
2.300,0.992,1.125,-1.230,0.358,-0.306,-0.100
2.400,1.027,1.093,-1.240,0.349,-0.317,-0.100
2.500,1.061,1.061,-1.250,0.338,-0.328,-0.100
2.600,1.093,1.027,-1.260,0.328,-0.338,-0.100
2.700,1.125,0.992,-1.270,0.317,-0.349,-0.100
2.800,1.156,0.956,-1.280,0.306,-0.358,-0.100
2.900,1.185,0.919,-1.290,0.295,-0.368,-0.100
3.000,1.214,0.882,-1.300,0.283,-0.377,-0.100
3.100,1.241,0.843,-1.310,0.271,-0.386,-0.100
3.200,1.266,0.804,-1.320,0.259,-0.394,-0.100
3.300,1.291,0.764,-1.330,0.246,-0.402,-0.100
3.400,1.314,0.723,-1.340,0.233,-0.409,-0.100
3.500,1.337,0.681,-1.350,0.220,-0.416,-0.100
3.600,1.357,0.639,-1.360,0.207,-0.423,-0.100
3.700,1.377,0.596,-1.370,0.194,-0.429,-0.100
3.800,1.395,0.552,-1.380,0.180,-0.435,-0.100
3.900,1.411,0.508,-1.390,0.167,-0.441,-0.100
4.000,1.427,0.464,-1.400,0.153,-0.446,-0.100
4.100,1.440,0.418,-1.410,0.139,-0.450,-0.100
4.200,1.453,0.373,-1.420,0.124,-0.455,-0.100
4.300,1.464,0.327,-1.430,0.110,-0.458,-0.100
4.400,1.473,0.281,-1.440,0.096,-0.461,-0.100
4.500,1.482,0.235,-1.450,0.081,-0.464,-0.100
4.600,1.488,0.188,-1.460,0.066,-0.467,-0.100
4.700,1.493,0.141,-1.470,0.052,-0.468,-0.100
4.800,1.497,0.094,-1.480,0.037,-0.470,-0.100
4.900,1.499,0.047,-1.490,0.022,-0.471,-0.100
5.000,1.500,0.000,-1.500,0.007,-0.471,-0.100
5.100,1.499,-0.047,-1.510,-0.007,-0.471,-0.100
5.200,1.497,-0.094,-1.520,-0.022,-0.471,-0.100
5.300,1.493,-0.141,-1.530,-0.037,-0.470,-0.100
5.400,1.488,-0.188,-1.540,-0.052,-0.468,-0.100
5.500,1.482,-0.235,-1.550,-0.066,-0.467,-0.100
5.600,1.473,-0.281,-1.560,-0.081,-0.464,-0.100
5.700,1.464,-0.327,-1.570,-0.096,-0.461,-0.100
5.800,1.453,-0.373,-1.580,-0.110,-0.458,-0.100
5.900,1.440,-0.418,-1.590,-0.124,-0.455,-0.100
6.000,1.427,-0.464,-1.600,-0.139,-0.450,-0.100
6.100,1.411,-0.508,-1.610,-0.153,-0.446,-0.100
6.200,1.395,-0.552,-1.620,-0.167,-0.441,-0.100
6.300,1.377,-0.596,-1.630,-0.180,-0.435,-0.100
6.400,1.357,-0.639,-1.640,-0.194,-0.429,-0.100
6.500,1.337,-0.681,-1.650,-0.207,-0.423,-0.100
6.600,1.314,-0.723,-1.660,-0.220,-0.416,-0.100
6.700,1.291,-0.764,-1.670,-0.233,-0.409,-0.100
6.800,1.266,-0.804,-1.680,-0.246,-0.402,-0.100
6.900,1.241,-0.843,-1.690,-0.259,-0.394,-0.100
7.000,1.214,-0.882,-1.700,-0.271,-0.386,-0.100
7.100,1.185,-0.919,-1.710,-0.283,-0.377,-0.100
7.200,1.156,-0.956,-1.720,-0.295,-0.368,-0.100
7.300,1.125,-0.992,-1.730,-0.306,-0.358,-0.100
7.400,1.093,-1.027,-1.740,-0.317,-0.349,-0.100
7.500,1.061,-1.061,-1.750,-0.328,-0.338,-0.100
7.600,1.027,-1.093,-1.760,-0.338,-0.328,-0.100
7.700,0.992,-1.125,-1.770,-0.349,-0.317,-0.100
7.800,0.956,-1.156,-1.780,-0.358,-0.306,-0.100
7.900,0.919,-1.185,-1.790,-0.368,-0.295,-0.100
8.000,0.882,-1.214,-1.800,-0.377,-0.283,-0.100
8.100,0.843,-1.241,-1.810,-0.386,-0.271,-0.100
8.200,0.804,-1.266,-1.820,-0.394,-0.259,-0.100
8.300,0.764,-1.291,-1.830,-0.402,-0.246,-0.100
8.400,0.723,-1.314,-1.840,-0.409,-0.233,-0.100
8.500,0.681,-1.337,-1.850,-0.416,-0.220,-0.100
8.600,0.639,-1.357,-1.860,-0.423,-0.207,-0.100
8.700,0.596,-1.377,-1.870,-0.429,-0.194,-0.100
8.800,0.552,-1.395,-1.880,-0.435,-0.180,-0.100
8.900,0.508,-1.411,-1.890,-0.441,-0.167,-0.100
9.000,0.464,-1.427,-1.900,-0.446,-0.153,-0.100
9.100,0.418,-1.440,-1.910,-0.450,-0.139,-0.100
9.200,0.373,-1.453,-1.920,-0.455,-0.124,-0.100
9.300,0.327,-1.464,-1.930,-0.458,-0.110,-0.100
9.400,0.281,-1.473,-1.940,-0.461,-0.096,-0.100
9.500,0.235,-1.482,-1.950,-0.464,-0.081,-0.100
9.600,0.188,-1.488,-1.960,-0.467,-0.066,-0.100
9.700,0.141,-1.493,-1.970,-0.468,-0.052,-0.100
9.800,0.094,-1.497,-1.980,-0.470,-0.037,-0.100
9.900,0.047,-1.499,-1.990,-0.471,-0.022,-0.100
10.000,0.000,-1.500,-2.000,-0.471,-0.007,-0.100
10.100,-0.047,-1.499,-2.010,-0.471,0.007,-0.100
10.200,-0.094,-1.497,-2.020,-0.471,0.022,-0.100
10.300,-0.141,-1.493,-2.030,-0.470,0.037,-0.100
10.400,-0.188,-1.488,-2.040,-0.468,0.052,-0.100
10.500,-0.235,-1.482,-2.050,-0.467,0.066,-0.100
10.600,-0.281,-1.473,-2.060,-0.464,0.081,-0.100
10.700,-0.327,-1.464,-2.070,-0.461,0.096,-0.100
10.800,-0.373,-1.453,-2.080,-0.458,0.110,-0.100
10.900,-0.418,-1.440,-2.090,-0.455,0.124,-0.100
11.000,-0.464,-1.427,-2.100,-0.450,0.139,-0.100
11.100,-0.508,-1.411,-2.110,-0.446,0.153,-0.100
11.200,-0.552,-1.395,-2.120,-0.441,0.167,-0.100
11.300,-0.596,-1.377,-2.130,-0.435,0.180,-0.100
11.400,-0.639,-1.357,-2.140,-0.429,0.194,-0.100
11.500,-0.681,-1.337,-2.150,-0.423,0.207,-0.100
11.600,-0.723,-1.314,-2.160,-0.416,0.220,-0.100
11.700,-0.764,-1.291,-2.170,-0.409,0.233,-0.100
11.800,-0.804,-1.266,-2.180,-0.402,0.246,-0.100
11.900,-0.843,-1.241,-2.190,-0.394,0.259,-0.100
12.000,-0.882,-1.214,-2.200,-0.386,0.271,-0.100
12.100,-0.919,-1.185,-2.210,-0.377,0.283,-0.100
12.200,-0.956,-1.156,-2.220,-0.368,0.295,-0.100
12.300,-0.992,-1.125,-2.230,-0.358,0.306,-0.100
12.400,-1.027,-1.093,-2.240,-0.349,0.317,-0.100
12.500,-1.061,-1.061,-2.250,-0.338,0.328,-0.100
12.600,-1.093,-1.027,-2.260,-0.328,0.338,-0.100
12.700,-1.125,-0.992,-2.270,-0.317,0.349,-0.100
12.800,-1.156,-0.956,-2.280,-0.306,0.358,-0.100
12.900,-1.185,-0.919,-2.290,-0.295,0.368,-0.100
13.000,-1.214,-0.882,-2.300,-0.283,0.377,-0.100
13.100,-1.241,-0.843,-2.310,-0.271,0.386,-0.100
13.200,-1.266,-0.804,-2.320,-0.259,0.394,-0.100
13.300,-1.291,-0.764,-2.330,-0.246,0.402,-0.100
13.400,-1.314,-0.723,-2.340,-0.233,0.409,-0.100
13.500,-1.337,-0.681,-2.350,-0.220,0.416,-0.100
13.600,-1.357,-0.639,-2.360,-0.207,0.423,-0.100
13.700,-1.377,-0.596,-2.370,-0.194,0.429,-0.100
13.800,-1.395,-0.552,-2.380,-0.180,0.435,-0.100
13.900,-1.411,-0.508,-2.390,-0.167,0.441,-0.100
14.000,-1.427,-0.464,-2.400,-0.153,0.446,-0.100
14.100,-1.440,-0.418,-2.410,-0.139,0.450,-0.100
14.200,-1.453,-0.373,-2.420,-0.124,0.455,-0.100
14.300,-1.464,-0.327,-2.430,-0.110,0.458,-0.100
14.400,-1.473,-0.281,-2.440,-0.096,0.461,-0.100
14.500,-1.482,-0.235,-2.450,-0.081,0.464,-0.100
14.600,-1.488,-0.188,-2.460,-0.066,0.467,-0.100
14.700,-1.493,-0.141,-2.470,-0.052,0.468,-0.100
14.800,-1.497,-0.094,-2.480,-0.037,0.470,-0.100
14.900,-1.499,-0.047,-2.490,-0.022,0.471,-0.100
15.000,-1.500,-0.000,-2.500,-0.007,0.471,-0.100
15.100,-1.499,0.047,-2.510,0.007,0.471,-0.100
15.200,-1.497,0.094,-2.520,0.022,0.471,-0.100
15.300,-1.493,0.141,-2.530,0.037,0.470,-0.100
15.400,-1.488,0.188,-2.540,0.052,0.468,-0.100
15.500,-1.482,0.235,-2.550,0.066,0.467,-0.100
15.600,-1.473,0.281,-2.560,0.081,0.464,-0.100
15.700,-1.464,0.327,-2.570,0.096,0.461,-0.100
15.800,-1.453,0.373,-2.580,0.110,0.458,-0.100
15.900,-1.440,0.418,-2.590,0.124,0.455,-0.100
16.000,-1.427,0.464,-2.600,0.139,0.450,-0.100
16.100,-1.411,0.508,-2.610,0.153,0.446,-0.100
16.200,-1.395,0.552,-2.620,0.167,0.441,-0.100
16.300,-1.377,0.596,-2.630,0.180,0.435,-0.100
16.400,-1.357,0.639,-2.640,0.194,0.429,-0.100
16.500,-1.337,0.681,-2.650,0.207,0.423,-0.100
16.600,-1.314,0.723,-2.660,0.220,0.416,-0.100
16.700,-1.291,0.764,-2.670,0.233,0.409,-0.100
16.800,-1.266,0.804,-2.680,0.246,0.402,-0.100
16.900,-1.241,0.843,-2.690,0.259,0.394,-0.100
17.000,-1.214,0.882,-2.700,0.271,0.386,-0.100
17.100,-1.185,0.919,-2.710,0.283,0.377,-0.100
17.200,-1.156,0.956,-2.720,0.295,0.368,-0.100
17.300,-1.125,0.992,-2.730,0.306,0.358,-0.100
17.400,-1.093,1.027,-2.740,0.317,0.349,-0.100
17.500,-1.061,1.061,-2.750,0.328,0.338,-0.100
17.600,-1.027,1.093,-2.760,0.338,0.328,-0.100
17.700,-0.992,1.125,-2.770,0.349,0.317,-0.100
17.800,-0.956,1.156,-2.780,0.358,0.306,-0.100
17.900,-0.919,1.185,-2.790,0.368,0.295,-0.100
18.000,-0.882,1.214,-2.800,0.377,0.283,-0.100
18.100,-0.843,1.241,-2.810,0.386,0.271,-0.100
18.200,-0.804,1.266,-2.820,0.394,0.259,-0.100
18.300,-0.764,1.291,-2.830,0.402,0.246,-0.100
18.400,-0.723,1.314,-2.840,0.409,0.233,-0.100
18.500,-0.681,1.337,-2.850,0.416,0.220,-0.100
18.600,-0.639,1.357,-2.860,0.423,0.207,-0.100
18.700,-0.596,1.377,-2.870,0.429,0.194,-0.100
18.800,-0.552,1.395,-2.880,0.435,0.180,-0.100
18.900,-0.508,1.411,-2.890,0.441,0.167,-0.100
19.000,-0.464,1.427,-2.900,0.446,0.153,-0.100
19.100,-0.418,1.440,-2.910,0.450,0.139,-0.100
19.200,-0.373,1.453,-2.920,0.455,0.124,-0.100
19.300,-0.327,1.464,-2.930,0.458,0.110,-0.100
19.400,-0.281,1.473,-2.940,0.461,0.096,-0.100
19.500,-0.235,1.482,-2.950,0.464,0.081,-0.100
19.600,-0.188,1.488,-2.960,0.467,0.066,-0.100
19.700,-0.141,1.493,-2.970,0.468,0.052,-0.100
19.800,-0.094,1.497,-2.980,0.470,0.037,-0.100
19.900,-0.047,1.499,-2.990,0.471,0.022,-0.100
